Industry_of_Project,Employee_Count,team_size_grown,Number_of_Co_founders,customer_satisfaction_score,churn_rate,scalability_score,monthly_recurring_revenue,burn_rate,business_sustainability_score,User_Adoption_Rate,Revenue_Growth,Market_Competition,customer_acquisition_cost,Dependent_Project_Status,revenue_to_burn_ratio,revenue_per_employee,satisfaction_adoption_product,churn_competition_risk,growth_sustainability_score,team_growth_efficiency
Human Resources,8,0,1,5.47,0.237,10,25186,33319,29,0.29,3.69,5,135,0,0.7558823529411764,2798.4444444444443,1.5862999999999998,1.185,3.9701,0.0
Human Resources,132,4,2,7.62,0.051,91,103577,18953,82,0.828,20.0,3,73,1,5.464651260947557,778.7744360902255,6.30936,0.153,24.6,3.1150977443609023
Publishing,14,0,1,6.02,0.258,23,14806,19817,31,0.268,-3.33,5,112,0,0.7470985972348371,987.0666666666667,1.61336,1.29,2.0677000000000003,0.0
Advertising,8,1,1,4.94,0.361,39,18054,22770,34,0.181,1.59,4,388,0,0.792850555531158,2006.0,0.89414,1.444,3.9406,2.006
Human Resources,75,2,2,7.95,0.022,88,69868,26195,91,0.928,30.41,1,68,1,2.6671247518705146,919.3157894736842,7.3776,0.022,36.77309999999999,1.8386315789473684
Software Development,88,4,1,7.74,0.015,100,71431,8641,96,0.924,15.59,3,66,1,8.265563526961351,802.5955056179776,7.15176,0.045,24.566399999999998,3.21038202247191
Mobile,41,2,2,7.0,0.149,60,42079,14273,59,0.585,0.99,2,104,1,2.947947316799776,1001.8809523809524,4.095,0.298,6.4841,2.003761904761905
Career Services,8,1,1,5.02,0.486,39,12991,19142,43,0.193,0.55,3,170,0,0.6786292639607168,1443.4444444444443,0.9688599999999999,1.458,4.5365,1.4434444444444443
Gaming,84,4,1,7.42,0.03,77,77819,19551,89,0.954,12.98,2,96,1,3.9801043371522096,915.5176470588235,7.078679999999999,0.06,20.4522,3.662070588235294
Pharmaceuticals,78,1,3,8.22,0.044,87,98530,51103,88,0.934,25.55,1,109,1,1.9280291170945523,1247.2151898734178,7.677480000000001,0.044,31.283999999999995,1.2472151898734178
Security,88,1,1,7.32,0.056,88,106260,32385,76,0.893,36.84,1,66,1,3.2810473661458657,1193.9325842696628,6.53676,0.056,35.5984,1.1939325842696629
Healthcare,111,3,1,8.89,0.049,86,104277,20744,90,0.953,15.29,1,64,1,5.026608821402748,931.0446428571429,8.47217,0.049,22.761,2.7931339285714283
Email,6,0,1,5.11,0.239,8,14106,21645,24,0.183,-3.62,4,106,0,0.6516677446179433,2015.142857142857,0.93513,0.956,1.5312000000000001,0.0
Marketing,75,2,3,8.92,0.016,90,170536,38033,81,0.972,14.01,2,61,1,4.483777672608719,2243.8947368421054,8.67024,0.032,19.4481,4.487789473684211
Publishing,56,4,2,7.9,0.021,60,89165,37548,85,0.83,7.99,1,123,1,2.3746304828357614,1564.298245614035,6.557,0.021,15.291500000000001,6.25719298245614
Energy,6,0,1,3.44,0.368,33,22798,21205,44,0.143,-8.6,3,172,0,1.0750730925209846,3256.8571428571427,0.49191999999999997,1.104,0.6160000000000001,0.0
Enterprise Software,60,3,1,6.79,0.043,96,60428,33200,74,0.797,12.64,1,106,1,1.8200656606728713,990.6229508196722,5.411630000000001,0.043,16.753600000000002,2.9718688524590164
Hospitality,9,0,1,4.77,0.361,44,21165,31648,37,0.311,-7.92,5,130,0,0.6687415084204872,2116.5,1.4834699999999998,1.805,0.7696000000000001,0.0
Retail,65,4,3,9.07,0.019,92,73414,21242,90,0.963,11.78,1,106,1,3.4559148896106953,1112.3333333333333,8.73441,0.019,19.602,4.449333333333333
Food & Beverages,65,1,1,5.73,0.182,55,34014,26825,56,0.622,-0.65,2,76,1,1.2679490046969357,515.3636363636364,3.5640600000000004,0.364,5.236000000000001,0.5153636363636364
Manufacturing,15,0,2,5.58,0.24,65,9587,10757,17,0.174,0.33,3,471,0,0.8911507715188697,599.1875,0.9709199999999999,0.72,1.7561000000000002,0.0
Transportation,7,1,2,3.72,0.226,42,17862,21953,34,0.164,-4.39,3,161,0,0.8136102760317027,2232.75,0.6100800000000001,0.678,1.9074,2.23275
Music,84,4,3,8.31,0.059,76,100603,47576,83,0.915,16.81,1,146,1,2.1145301301048827,1183.5647058823529,7.603650000000001,0.059,22.2523,4.734258823529411
Cloud Computing,7,1,1,5.61,0.253,48,15090,14207,19,0.199,-3.64,3,149,0,1.0620777027027026,1886.25,1.1163900000000002,0.759,1.2084,1.88625
E-Commerce,116,3,2,7.51,0.029,87,80707,9280,94,0.948,19.37,1,80,1,8.695937937722228,689.8034188034188,7.119479999999999,0.029,27.6078,2.0694102564102566
Real Estate,55,2,2,7.55,0.032,95,180028,48585,86,0.857,43.13,1,51,1,3.7053472193636026,3214.785714285714,6.47035,0.032,45.6918,6.429571428571428
Media,12,0,1,3.55,0.308,27,20400,33949,38,0.212,-4.69,4,184,0,0.6008836524300442,1569.2307692307693,0.7525999999999999,1.232,2.0178,0.0
Network Infrastructure,8,1,1,5.33,0.52,61,7501,7355,27,0.316,18.38,3,124,0,1.0197117998912453,833.4444444444445,1.68428,1.56,7.6626,0.8334444444444444
Human Resources,49,4,1,8.31,0.031,83,89418,49592,74,0.908,16.68,3,148,1,1.803036718891779,1788.36,7.54548,0.093,19.743199999999998,7.15344
Manufacturing,35,2,3,6.76,0.063,98,178445,34978,79,0.917,25.04,2,83,1,5.101489465107636,4956.805555555556,6.19892,0.126,27.6816,9.913611111111111
Retail,77,1,2,9.06,0.021,75,85860,20827,90,0.938,27.14,1,50,1,4.122335317841367,1100.7692307692307,8.49828,0.021,33.426,1.1007692307692307
Manufacturing,21,1,1,4.73,0.409,59,24652,32133,56,0.207,-8.99,4,140,0,0.7671625070019295,1120.5454545454545,0.97911,1.636,0.5655999999999999,1.1205454545454545
Education,12,1,1,3.04,0.301,24,12285,13079,40,0.228,-1.84,4,215,0,0.9392201834862385,945.0,0.6931200000000001,1.204,3.264,0.945
Marketing,34,3,2,9.17,0.05,74,96127,28033,83,0.902,70.75,2,106,1,3.4289434258400515,2746.4857142857145,8.27134,0.1,67.0225,8.239457142857143
Enterprise Software,6,0,1,4.63,0.402,46,7132,9114,59,0.096,-5.29,3,115,0,0.7824465167306638,1018.8571428571429,0.44448,1.206,2.7788999999999997,0.0
Retail,82,2,2,8.43,0.048,67,77285,18092,91,0.846,28.48,2,96,1,4.271541480130437,931.144578313253,7.131779999999999,0.096,35.0168,1.8622891566265058
Security,113,3,2,7.62,0.012,76,73102,22403,93,0.888,14.48,3,55,1,3.2628994822353152,641.2456140350877,6.76656,0.036000000000000004,22.766399999999997,1.923736842105263
Human Resources,97,3,2,8.79,0.032,81,92585,22180,77,0.948,40.3,2,106,1,4.1740678959469815,944.7448979591836,8.33292,0.064,38.731,2.834234693877551
Hospitality,11,0,1,5.44,0.255,22,17751,23644,11,0.159,-4.39,4,235,0,0.7507295411292028,1479.25,0.8649600000000001,1.02,0.6171,0.0
Manufacturing,9,1,1,4.96,0.173,33,15746,18063,35,0.136,11.18,4,130,0,0.8716784765279008,1574.6,0.67456,0.692,7.412999999999999,1.5746
Healthcare,109,2,1,8.2,0.014,89,71210,30913,72,0.937,17.16,1,62,1,2.30348709322637,647.3636363636364,7.6834,0.014,19.5552,1.2947272727272727
Healthcare,67,4,2,7.13,0.036,83,77109,22830,83,0.888,10.26,3,72,1,3.3773816302395865,1133.9558823529412,6.33144,0.10799999999999998,16.8158,4.535823529411765
Human Resources,19,1,1,5.77,0.329,35,13037,15525,24,0.179,17.69,4,135,0,0.8396882648460646,651.85,1.03283,1.316,6.645600000000001,0.65185
Software Development,92,3,2,7.43,0.06,82,81215,20560,91,0.806,24.94,2,203,1,3.9499537960215942,873.2795698924731,5.98858,0.12,31.7954,2.6198387096774196
Software Development,112,3,2,8.68,0.048,82,72035,22454,88,0.939,10.16,1,70,1,3.207971498552661,637.4778761061947,8.150519999999998,0.048,17.7408,1.9124336283185839
Network Infrastructure,123,3,2,9.68,0.084,97,51393,14574,100,0.916,6.99,1,47,1,3.526106346483705,414.4596774193548,8.86688,0.084,16.990000000000002,1.2433790322580645
Software Development,7,1,1,5.27,0.238,35,18194,23222,25,0.283,-0.16,4,151,0,0.7834474443439693,2274.25,1.4914099999999997,0.952,2.46,2.27425
Cloud Computing,10,0,2,4.93,0.294,25,13163,15927,43,0.208,-4.45,3,202,0,0.8264063284781517,1196.6363636363637,1.02544,0.8819999999999999,2.3865,0.0
Retail,68,3,3,9.04,0.043,94,78917,13302,88,0.878,23.95,3,67,1,5.932270916334661,1143.7246376811595,7.937119999999999,0.129,29.876000000000005,3.4311739130434784
Finance,61,3,2,8.09,0.018,69,116332,25768,82,0.939,37.05,2,45,1,4.5144165470138535,1876.3225806451612,7.596509999999999,0.036,38.580999999999996,5.628967741935484
Cloud Computing,12,0,2,5.6,0.232,36,12511,20737,38,0.245,11.72,4,154,0,0.6032886488571704,962.3846153846154,1.3719999999999999,0.928,8.253599999999999,0.0
Media,29,1,2,5.88,0.148,65,40864,27452,56,0.421,10.77,4,79,0,1.4885076312242742,1362.1333333333334,2.4754799999999997,0.592,11.6312,1.3621333333333334
Music,163,3,2,6.76,0.02,76,74784,21412,93,0.882,20.03,3,129,1,3.4924578527062997,456.0,5.96232,0.06,27.9279,1.368
Transportation,18,1,2,3.73,0.245,53,8609,9972,31,0.241,-9.3,4,125,0,0.8632307229519703,453.10526315789474,0.89893,0.98,0.21699999999999978,0.45310526315789473
Analytics,13,1,1,5.87,0.237,34,14010,13424,23,0.209,0.49,3,212,0,1.0435754189944133,1000.7142857142857,1.2268299999999999,0.711,2.4127,1.0007142857142857
Education,101,2,1,8.64,0.053,92,94130,42959,87,0.854,21.09,1,59,1,2.1911080074487894,922.843137254902,7.37856,0.053,27.048299999999998,1.845686274509804
Career Services,200,2,2,7.83,0.025,71,106165,35065,90,0.889,19.5,1,110,1,3.027576569896766,528.1840796019901,6.96087,0.025,26.55,1.0563681592039802
Healthcare,7,0,1,2.57,0.421,23,27619,37057,34,0.299,-6.78,3,208,0,0.7452911652004965,3452.375,0.76843,1.263,1.0948,0.0
E-Commerce,101,2,3,7.47,0.021,84,59664,27147,82,0.918,10.38,3,52,1,2.1977309562398704,584.9411764705883,6.85746,0.063,16.711600000000004,1.1698823529411766
Food & Beverages,78,2,2,7.14,0.043,78,69688,28577,78,0.868,19.41,1,64,1,2.4385191405976627,882.126582278481,6.19752,0.043,22.9398,1.7642531645569621
Security,120,3,2,7.9,0.044,79,68842,6039,75,0.889,19.8,1,42,1,11.397682119205298,568.9421487603306,7.0231,0.044,22.35,1.706826446280992
Security,6,0,1,5.66,0.28,49,12380,18371,39,0.231,-6.76,4,313,0,0.6738515131722186,1768.5714285714287,1.30746,1.12,1.2636,0.0
Mobile,112,3,2,7.16,0.021,71,68409,22640,73,0.95,33.02,1,76,1,3.0214654829733667,605.3893805309734,6.802,0.021,31.404600000000002,1.81616814159292
Email,27,1,1,5.7,0.396,35,5878,9270,27,0.395,-3.43,3,268,0,0.6340200625606731,209.92857142857142,2.2515,1.1880000000000002,1.7739000000000003,0.2099285714285714
Advertising,165,3,1,9.33,0.064,95,85278,16133,78,0.977,20.17,2,46,1,5.2856080327259205,513.722891566265,9.11541,0.128,23.532600000000002,1.5411686746987951
Marketing,46,3,2,9.63,0.081,57,71186,15267,77,0.884,15.5,2,79,1,4.66243122871365,1514.595744680851,8.512920000000001,0.162,19.635,4.5437872340425525
Cloud Computing,62,4,3,8.99,0.046,72,107743,45106,90,0.916,22.9,1,108,1,2.388609306759483,1710.2063492063492,8.23484,0.046,29.61,6.840825396825396
Cloud Computing,65,4,1,7.85,0.021,100,51999,10781,78,0.9,13.26,2,73,1,4.8227601558152475,787.8636363636364,7.0649999999999995,0.042,18.142799999999998,3.1514545454545453
Email,258,2,2,8.76,0.01,81,82524,18882,93,0.771,26.81,1,96,1,4.370280146163216,318.6254826254826,6.75396,0.01,34.23330000000001,0.6372509652509653
Cloud Computing,15,0,1,3.31,0.28,49,12344,16062,48,0.348,-3.64,5,195,0,0.7684741331009152,771.5,1.15188,1.4000000000000001,3.0527999999999995,0.0
E-Commerce,11,0,1,3.44,0.217,38,16292,25838,51,0.183,-5.87,5,272,0,0.6305197569565386,1357.6666666666667,0.62952,1.085,2.1063,0.0
Advertising,69,2,2,7.91,0.016,72,73648,40859,78,0.799,15.19,2,60,1,1.8024473813020068,1052.1142857142856,6.32009,0.032,19.648199999999996,2.104228571428571
E-Commerce,14,0,1,4.42,0.298,42,13362,16054,27,0.15,1.12,4,110,0,0.8322640921831205,890.8,0.6629999999999999,1.192,3.0024,0.0
Healthcare,112,2,3,7.6,0.016,82,80528,33924,88,0.902,19.78,2,54,1,2.3737067059690493,712.637168141593,6.8552,0.032,26.206400000000002,1.425274336283186
Pharmaceuticals,7,1,1,5.88,0.253,52,31727,38492,12,0.362,-6.72,4,120,0,0.8242277816745902,3965.875,2.12856,1.012,0.3936,3.965875
Enterprise Software,98,3,3,9.63,0.038,86,79923,14328,101,0.902,15.6,1,103,1,5.577709540093517,807.3030303030303,8.68626,0.038,25.856000000000005,2.421909090909091
Media,6,0,1,4.15,0.275,64,16526,14881,45,0.194,-8.9,3,273,0,1.110469022980782,2360.8571428571427,0.8051,0.8250000000000001,0.4949999999999999,0.0
Marketing,30,0,1,4.74,0.439,29,12573,11574,17,0.131,-14.09,5,94,0,1.08622030237581,405.5806451612903,0.62094,2.195,-0.6953,0.0
Human Resources,82,2,2,8.75,0.013,63,66366,19686,83,0.77,16.35,1,64,1,3.371057042718545,799.5903614457832,6.7375,0.013,21.870500000000003,1.5991807228915664
Food & Beverages,72,2,2,6.7,0.034,72,91179,30679,93,0.877,38.99,1,150,1,2.971936114732725,1249.027397260274,5.875900000000001,0.034,45.560700000000004,2.4980547945205482
Publishing,90,3,3,7.3,0.028,80,194675,66437,94,0.936,40.25,2,64,1,2.930175501971763,2139.285714285714,6.832800000000001,0.056,47.235,6.417857142857143
Real Estate,63,4,2,8.12,0.044,87,86065,26831,65,0.945,9.31,1,157,1,3.20755068574836,1344.765625,7.673399999999999,0.044,12.5515,5.3790625
Career Services,140,2,2,8.23,0.025,80,99207,32197,95,0.942,26.27,2,118,1,3.0811541089508667,703.5957446808511,7.75266,0.05,34.4565,1.4071914893617021
Marketing,69,4,2,6.58,0.064,86,88169,35604,93,0.92,13.09,1,63,1,2.4763095070917007,1259.557142857143,6.0536,0.064,21.473699999999997,5.038228571428572
Gaming,12,0,1,5.84,0.427,36,18983,23222,27,0.262,2.56,4,174,0,0.8174223829823881,1460.2307692307693,1.53008,1.708,3.3912,0.0
Hospitality,60,2,2,8.83,0.052,75,74868,27263,79,0.881,58.53,2,70,1,2.746038732394366,1227.344262295082,7.77923,0.104,54.1387,2.454688524590164
E-Commerce,44,2,2,9.49,0.052,89,42768,13445,87,0.926,12.18,1,70,1,3.180722891566265,950.4,8.787740000000001,0.052,19.2966,1.9008
Analytics,52,3,1,8.27,0.033,78,50694,1934,88,0.907,9.19,2,111,1,26.198449612403103,956.4905660377359,7.50089,0.066,16.887199999999996,2.869471698113208
Real Estate,25,1,1,4.99,0.297,31,8208,8609,43,0.207,8.04,3,301,0,0.9533101045296167,315.6923076923077,1.03293,0.891,7.757199999999999,0.31569230769230766
Education,95,1,2,8.74,0.058,76,142436,34246,94,0.972,36.87,1,178,1,4.15907962741262,1483.7083333333333,8.49528,0.058,44.0578,1.4837083333333332
Manufacturing,106,2,2,8.57,0.018,79,43733,12356,71,0.917,22.43,1,47,1,3.539127619972485,408.7196261682243,7.85869,0.018,23.0253,0.8174392523364485
Real Estate,18,0,1,5.06,0.278,46,12407,17963,59,0.175,-19.68,4,119,0,0.6906590959697172,653.0,0.8854999999999998,1.112,-5.7112,0.0
Pharmaceuticals,9,0,1,3.6,0.349,36,10446,12719,46,0.153,-5.4,4,231,0,0.8212264150943396,1044.6,0.5508,1.396,2.116,0.0
Hospitality,11,0,1,5.84,0.268,33,13027,11406,35,0.127,-4.72,3,267,0,1.1420180590865259,1085.5833333333333,0.74168,0.804,1.848,0.0
Healthcare,40,2,2,7.83,0.036,79,85237,17954,81,0.885,26.04,2,81,1,4.747257031467558,2078.951219512195,6.92955,0.072,29.1924,4.15790243902439
Human Resources,12,0,2,4.6,0.403,9,14989,26139,37,0.197,-6.13,4,100,0,0.5734123947972456,1153.0,0.9062,1.612,1.4319,0.0
Retail,55,3,1,7.86,0.024,87,92698,22548,86,0.93,7.78,2,70,1,4.110958357355093,1655.3214285714287,7.309800000000001,0.048,15.2908,4.9659642857142865
Career Services,30,0,2,5.91,0.159,71,37388,18441,72,0.466,5.99,3,88,1,2.0273289231102916,1206.0645161290322,2.7540600000000004,0.477,11.5128,0.0
Publishing,14,1,1,4.61,0.28,39,17927,27764,50,0.168,5.18,5,126,0,0.6456690077435621,1195.1333333333334,0.7744800000000001,1.4000000000000001,7.59,1.1951333333333334
Transportation,62,2,2,8.48,0.052,88,60687,15633,78,0.83,15.36,1,76,1,3.8817321222975565,963.2857142857143,7.0384,0.052,19.7808,1.9265714285714286
Education,12,0,2,4.72,0.372,8,17031,30636,53,0.157,12.03,4,179,0,0.5558964650585893,1310.076923076923,0.7410399999999999,1.488,11.675900000000002,0.0
E-Commerce,10,0,1,3.77,0.364,45,8291,11631,33,0.232,-0.22,4,164,0,0.7127751031636864,753.7272727272727,0.8746400000000001,1.456,3.2273999999999994,0.0
Software Development,33,1,1,6.3,0.124,65,17225,28885,51,0.423,7.58,4,103,1,0.5963096309630963,506.61764705882354,2.6649,0.496,8.9658,0.5066176470588235
Education,122,2,1,7.71,0.076,93,46292,13107,88,0.956,17.41,1,95,1,3.5315837656393043,376.3577235772358,7.37076,0.076,24.1208,0.7527154471544716
Network Infrastructure,9,1,1,2.87,0.245,22,9280,11701,33,0.17,-3.9,5,140,0,0.7930268330199965,928.0,0.48790000000000006,1.225,2.013,0.928
Transportation,11,0,2,7.09,0.293,43,16746,22113,14,0.298,-5.04,4,213,0,0.7572578457086009,1395.5,2.1128199999999997,1.172,0.6944,0.0
Manufacturing,106,2,2,8.12,0.013,73,56589,24935,99,0.946,25.41,1,107,1,2.26936958614052,528.8691588785047,7.681519999999999,0.013,35.055899999999994,1.0577383177570092
Analytics,39,2,2,8.74,0.01,90,130563,35347,96,0.872,16.14,2,53,1,3.6936460337218513,3264.075,7.6212800000000005,0.02,25.0944,6.528149999999999
Analytics,5,1,1,5.81,0.256,12,27134,45529,47,0.154,7.81,5,195,0,0.5959587085438173,4522.333333333333,0.89474,1.28,8.3707,4.522333333333333
Transportation,15,0,1,2.24,0.207,25,21073,36755,53,0.206,-9.5,5,173,0,0.5733213624986396,1317.0625,0.46144,1.035,0.265,0.0
Manufacturing,119,2,3,9.68,0.039,95,96971,28919,81,0.868,36.39,2,115,1,3.3530774550484095,808.0916666666667,8.402239999999999,0.078,37.575900000000004,1.6161833333333333
Human Resources,59,3,2,8.82,0.033,89,63014,13017,80,0.939,10.1,1,78,1,4.840528499001382,1050.2333333333333,8.281979999999999,0.033,16.08,3.1506999999999996
Network Infrastructure,8,0,1,6.42,0.337,16,9105,7662,27,0.174,-6.36,5,221,0,1.1881769541954847,1011.6666666666666,1.1170799999999999,1.685,0.9827999999999999,0.0
Hospitality,17,0,2,6.46,0.228,41,14477,21799,32,0.176,-2.01,4,235,0,0.6640825688073394,804.2777777777778,1.13696,0.912,2.5568,0.0
Education,7,0,1,4.38,0.215,34,16639,13968,29,0.215,1.31,4,240,0,1.19113751879161,2079.875,0.9417,0.86,3.2799,0.0
Manufacturing,33,2,2,7.86,0.062,99,84697,7752,64,0.902,32.15,2,198,1,10.924416354959371,2491.0882352941176,7.089720000000001,0.124,26.976,4.982176470588235
Manufacturing,123,4,2,7.14,0.043,59,73288,17580,98,0.791,23.39,2,55,1,4.168591092656845,591.0322580645161,5.64774,0.086,32.7222,2.3641290322580644
Energy,13,0,2,5.54,0.261,51,18596,18441,43,0.216,0.12,3,187,0,1.0083505042837002,1328.2857142857142,1.19664,0.783,4.3515999999999995,0.0
Finance,6,1,2,5.54,0.353,23,6272,9048,11,0.179,5.35,4,138,0,0.6931152613548458,896.0,0.99166,1.412,1.6885,0.896
Security,7,0,1,6.69,0.287,27,27026,28680,47,0.245,-9.81,5,188,0,0.9422962937136083,3378.25,1.6390500000000001,1.4349999999999998,0.08929999999999977,0.0
Publishing,63,1,2,6.61,0.043,77,66645,14790,65,0.891,7.32,3,99,1,4.505780542221621,1041.328125,5.8895100000000005,0.129,11.258,1.041328125
Finance,8,0,2,4.88,0.224,13,11626,15980,52,0.202,-12.67,4,208,0,0.7274888930605093,1291.7777777777778,0.9857600000000001,0.896,-1.3884,0.0
Gaming,100,2,2,7.51,0.038,77,72352,28659,79,0.864,38.68,1,111,1,2.5244940683879973,716.3564356435644,6.48864,0.038,38.4572,1.4327128712871289
Healthcare,61,3,2,8.15,0.014,97,144640,57368,94,0.854,28.78,2,67,1,2.521222262894595,2332.9032258064517,6.9601,0.028,36.4532,6.998709677419355
Email,49,2,3,8.75,0.044,84,144995,69529,91,0.986,23.17,3,85,1,2.0853588379116927,2899.9,8.6275,0.132,30.184700000000003,5.7998
Food & Beverages,36,0,1,5.7,0.279,35,11655,15937,60,0.242,14.09,4,230,0,0.7312711758062492,315.0,1.3794,1.116,14.454,0.0
Enterprise Software,112,1,1,7.71,0.058,73,47589,12120,64,0.816,42.57,3,70,1,3.9261612078211368,421.14159292035396,6.291359999999999,0.17400000000000002,33.644800000000004,0.42114159292035397
Healthcare,79,2,2,8.3,0.081,97,97566,15374,89,0.89,16.92,1,65,1,6.345756097560976,1219.575,7.3870000000000005,0.081,23.9588,2.43915
Transportation,50,1,1,3.97,0.329,15,13930,14898,28,0.241,-5.76,4,133,0,0.9349620779918115,273.1372549019608,0.95677,1.316,1.1872,0.2731372549019608
Career Services,11,0,2,5.68,0.318,52,10532,12813,45,0.129,6.18,5,119,0,0.8219135320742937,877.6666666666666,0.73272,1.59,7.281000000000001,0.0
Healthcare,20,0,1,3.53,0.348,33,8560,13421,45,0.3,6.37,4,129,0,0.6377589032931009,407.6190476190476,1.059,1.392,7.366500000000001,0.0
Software Development,80,3,3,9.13,0.039,83,108712,47223,81,0.97,10.86,1,99,1,2.3020498051838048,1342.1234567901236,8.8561,0.039,16.8966,4.026370370370371
Advertising,68,4,3,8.54,0.035,80,74650,25837,74,0.879,13.82,2,42,1,2.889155507392213,1081.8840579710145,7.506659999999999,0.07,17.6268,4.327536231884058
Music,28,1,1,6.91,0.207,65,21806,15907,57,0.398,6.96,2,116,1,1.370756851898416,751.9310344827586,2.7501800000000003,0.414,9.667200000000001,0.7519310344827586
Career Services,90,1,3,8.44,0.036,64,99514,30093,88,0.953,46.64,1,99,1,3.3067721140426665,1093.5604395604396,8.04332,0.036,49.843199999999996,1.0935604395604397
Gaming,14,0,1,3.57,0.303,9,8891,9372,50,0.149,8.71,3,123,0,0.9485756961485117,592.7333333333333,0.5319299999999999,0.909,9.355,0.0
Career Services,48,3,3,8.33,0.028,79,92586,56135,77,0.924,5.83,2,50,1,1.6493159469858913,1889.5102040816328,7.69692,0.056,12.189100000000002,5.668530612244898
Food & Beverages,9,0,1,3.87,0.318,41,37238,37106,14,0.125,-5.7,5,135,0,1.0035303312043549,3723.8,0.48375,1.59,0.602,0.0
Advertising,7,0,1,3.1,0.24,54,40166,43283,55,0.339,0.17,4,218,0,0.9279641437944737,5020.75,1.0509000000000002,0.96,5.593500000000001,0.0
Enterprise Software,239,2,2,9.12,0.01,69,124439,15878,74,0.727,26.71,3,77,1,7.836702563133699,518.4958333333333,6.63024,0.03,27.165399999999998,1.0369916666666665
Music,16,0,2,4.63,0.34,46,9477,10717,39,0.181,-13.02,3,210,0,0.8842134726628103,557.4705882352941,0.8380299999999999,1.02,-1.1778,0.0
Music,72,2,1,7.04,0.043,72,81080,18451,78,0.855,21.26,2,139,1,4.394103620203772,1110.6849315068494,6.0192,0.086,24.382800000000003,2.221369863013699
Analytics,20,0,1,4.62,0.468,47,8744,11433,46,0.328,-6.68,5,274,0,0.7647367500437292,416.3809523809524,1.51536,2.3400000000000003,1.5272000000000003,0.0
Healthcare,6,0,2,5.47,0.297,28,16985,16174,36,0.218,8.13,4,185,0,1.0500772797527047,2426.4285714285716,1.1924599999999999,1.188,6.526800000000001,0.0
Transportation,87,3,3,8.29,0.054,75,71800,30421,68,0.958,17.62,2,112,1,2.3601341134705147,815.9090909090909,7.941819999999999,0.108,18.7816,2.4477272727272723
